Geography Code,LGD2014_nm,Area_ha,Perim_km,Geography,All usual residents,"Area (hectares)
[note 1, 2]",Population density (number of usual residents per hectare)
N20003265,"Newry, Mourne and Down",7.32,1.21,The_Mournes_B2,474,7.32,64.71087397565545
N20003266,"Newry, Mourne and Down",128.08,5.99,The_Mournes_D2,618,128.08,4.825219968680438
N20003267,"Newry, Mourne and Down",9.08,1.3,The_Mournes_B3,408,9.08,44.95586040249373
N20003268,"Newry, Mourne and Down",31.79,3.2,The_Mournes_C2,570,31.79,17.92985358026438
N20003269,"Newry, Mourne and Down",20.94,2.23,The_Mournes_B4,490,20.94,23.400123875904328
N20003270,"Newry, Mourne and Down",20.14,2.31,The_Mournes_C3,520,20.14,25.816405595081896
N20003271,"Newry, Mourne and Down",17.94,2.01,The_Mournes_D3,409,17.94,22.795762953265445
N20003272,"Newry, Mourne and Down",30.51,2.57,The_Mournes_E1,615,30.51,20.15839998047539
N20003273,"Newry, Mourne and Down",21.02,2.46,The_Mournes_E2,585,21.02,27.825292699587447
N20003274,"Newry, Mourne and Down",33.89,3.45,The_Mournes_E3,700,33.89,20.65635267542012
N20003275,"Newry, Mourne and Down",2173.26,26.75,The_Mournes_F2,479,2173.26,0.22040580469330828
N20003276,"Newry, Mourne and Down",2568.2,28.32,The_Mournes_F3,662,2568.2,0.25776777650493904
N20003277,"Newry, Mourne and Down",64.89,4.36,The_Mournes_E4,441,64.89,6.795959804620701
N20003278,"Newry, Mourne and Down",39.25,3.52,The_Mournes_D4,507,39.25,12.916936758695417
N20003279,"Newry, Mourne and Down",39.98,5.22,The_Mournes_D5,356,39.98,8.904145765460159
N20003280,"Newry, Mourne and Down",3816.87,34.3,The_Mournes_F4,509,3816.87,0.13335527034232636
N20003281,"Newry, Mourne and Down",3623.28,32.46,The_Mournes_G1,601,3623.28,0.16587196146315597
N20003282,"Newry, Mourne and Down",4958.71,37.5,The_Mournes_G2,746,4958.71,0.15044229016226066
N20003283,"Newry, Mourne and Down",271.66,9.29,The_Mournes_J1,616,271.66,2.267555029576963
N20003284,"Newry, Mourne and Down",16.59,1.73,The_Mournes_H1,567,16.59,34.17823193500073
N20003285,"Newry, Mourne and Down",50.01,4.59,The_Mournes_H2,433,50.01,8.658360929711503
N20003286,"Newry, Mourne and Down",26.77,2.67,The_Mournes_H3,474,26.77,17.70952463081326
N20003287,"Newry, Mourne and Down",46.0,3.63,The_Mournes_H4,538,46.0,11.695059077729436
N20003288,"Newry, Mourne and Down",879.97,17.32,The_Mournes_G3,678,879.97,0.7704796309023254
N20003289,"Newry, Mourne and Down",412.14,11.17,The_Mournes_J2,563,412.14,1.3660355615516169
N20003290,"Newry, Mourne and Down",1936.91,26.75,The_Mournes_K1,684,1936.91,0.35313936066326446
N20003291,"Newry, Mourne and Down",2285.68,25.22,The_Mournes_K2,617,2285.68,0.2699417741655549
N20003292,"Newry, Mourne and Down",1070.69,17.57,The_Mournes_G4,755,1070.69,0.7051539392424039
N20003293,"Newry, Mourne and Down",985.91,15.24,The_Mournes_G5,811,985.91,0.8225864366961916
N20003294,"Newry, Mourne and Down",136.76,6.95,The_Mournes_J3,503,136.76,3.6779368100029575
N20003295,"Newry, Mourne and Down",1506.05,22.59,The_Mournes_K3,578,1506.05,0.3837842709973165
N20003296,"Newry, Mourne and Down",249.81,9.96,The_Mournes_J4,416,249.81,1.6652892736387899
N20003297,"Newry, Mourne and Down",57.24,4.0,The_Mournes_L1,639,57.24,11.164456988396601
N20003298,"Newry, Mourne and Down",11.37,1.48,The_Mournes_L2,485,11.37,42.64617976820938
N20003299,"Newry, Mourne and Down",21.69,3.0,The_Mournes_N1,652,21.69,30.060835051017207
N20003300,"Newry, Mourne and Down",111.53,6.68,The_Mournes_L3,702,111.53,6.294056098457563
N20003301,"Newry, Mourne and Down",24.93,2.52,The_Mournes_P1,583,24.93,23.38421782926581
N20003302,"Newry, Mourne and Down",12.5,1.82,The_Mournes_N2,635,12.5,50.81727687608655
N20003303,"Newry, Mourne and Down",23.46,2.27,The_Mournes_P2,420,23.46,17.905208265850636
N20003304,"Newry, Mourne and Down",64.06,4.61,The_Mournes_N3,866,64.06,13.519389034777229
N20003305,"Newry, Mourne and Down",11.9,1.45,The_Mournes_P3,325,11.9,27.3219181039188
N20003306,"Newry, Mourne and Down",38.57,3.82,The_Mournes_P4,439,38.57,11.383020647305697
N20003307,"Newry, Mourne and Down",10.99,1.46,The_Mournes_P5,378,10.99,34.400324097255
N20003308,"Newry, Mourne and Down",50.25,3.15,The_Mournes_P6,509,50.25,10.129999576387497
N20003309,"Newry, Mourne and Down",595.11,12.78,The_Mournes_K4,532,595.11,0.8939467297156832
N20003310,"Newry, Mourne and Down",899.93,21.23,The_Mournes_K5,578,899.93,0.6422751879621295
N20003311,"Newry, Mourne and Down",127.43,5.94,Slieve_Croob_A1,627,127.43,4.920529634244278
N20003312,"Newry, Mourne and Down",396.25,9.48,Slieve_Croob_A2,392,396.25,0.9892678468996007
N20003313,"Newry, Mourne and Down",1030.85,19.34,Slieve_Croob_D1,579,1030.85,0.5616726854860785
N20003314,"Newry, Mourne and Down",563.88,14.0,Slieve_Croob_A3,419,563.88,0.7430608690576838
N20003315,"Newry, Mourne and Down",21.09,2.79,Slieve_Croob_B1,686,21.09,32.5270269167869
N20003316,"Newry, Mourne and Down",650.7,16.0,Slieve_Croob_A4,353,650.7,0.5424889674694539
N20003317,"Newry, Mourne and Down",1232.8,19.1,Slieve_Croob_A5,855,1232.8,0.6935430496691972
N20003318,"Newry, Mourne and Down",29.91,3.28,Slieve_Croob_B2,657,29.91,21.96764509299302
N20003319,"Newry, Mourne and Down",1030.48,20.43,Slieve_Croob_D2,997,1030.48,0.9675093691881016
N20003320,"Newry, Mourne and Down",1064.72,17.34,Slieve_Croob_C1,453,1064.72,0.42546298376834357
N20003321,"Newry, Mourne and Down",1769.88,29.18,Slieve_Croob_D3,730,1769.88,0.4124569910704427
N20003322,"Newry, Mourne and Down",2258.25,22.29,Slieve_Croob_C2,482,2258.25,0.21343939104488047
N20003323,"Newry, Mourne and Down",2368.67,27.69,Slieve_Croob_E1,486,2368.67,0.20517850905019022
N20003324,"Newry, Mourne and Down",1664.24,18.72,Slieve_Croob_C3,848,1664.24,0.5095422022662505
N20003325,"Newry, Mourne and Down",1155.52,15.49,Slieve_Croob_C4,440,1155.52,0.3807823422671994
N20003326,"Newry, Mourne and Down",1176.48,16.47,Slieve_Croob_C5,586,1176.48,0.4980962494563388
N20003327,"Newry, Mourne and Down",2236.29,22.16,Slieve_Croob_E2,692,2236.29,0.3094404769210848
N20003328,"Newry, Mourne and Down",2384.45,30.45,Slieve_Croob_D4,779,2384.45,0.32670050868340866
N20003329,"Newry, Mourne and Down",289.82,7.26,Slieve_Croob_F1,558,289.82,1.9253485574665337
N20003330,"Newry, Mourne and Down",914.55,20.2,Slieve_Croob_F2,586,914.55,0.640748902541266
N20003331,"Newry, Mourne and Down",1831.59,27.31,Slieve_Croob_E3,632,1831.59,0.34505546146226923
N20003332,"Newry, Mourne and Down",448.33,12.45,Slieve_Croob_G1,528,448.33,1.1776925189596936
N20003333,"Newry, Mourne and Down",900.95,12.53,Slieve_Croob_G2,501,900.95,0.5560821979884127
N20003334,"Newry, Mourne and Down",128.39,5.18,Slieve_Croob_G3,466,128.39,3.6296482099888667
N20003335,"Newry, Mourne and Down",1529.08,21.7,Slieve_Croob_F3,824,1529.08,0.5388856289169167
N20003336,"Newry, Mourne and Down",1705.35,19.11,Slieve_Croob_E4,798,1705.35,0.46793985274751276
N20003337,"Newry, Mourne and Down",1309.09,21.29,Slieve_Croob_G4,666,1309.09,0.5087522555945391
N20003338,"Newry, Mourne and Down",16.84,1.89,Slieve_Croob_H1,723,16.84,42.94595718279794
N20003339,"Newry, Mourne and Down",7.01,1.27,Slieve_Croob_H2,341,7.01,48.64391413282345
N20003340,"Newry, Mourne and Down",35.18,4.51,Slieve_Croob_H3,475,35.18,13.502536429382374
N20003341,"Newry, Mourne and Down",23.72,3.17,Slieve_Croob_J1,679,23.72,28.631363734002633
N20003342,"Newry, Mourne and Down",20.71,2.09,Slieve_Croob_J2,703,20.71,33.94841832438342
N20003343,"Newry, Mourne and Down",491.03,13.68,Slieve_Croob_G5,626,491.03,1.2748643752692037
N20003344,"Newry, Mourne and Down",14.03,2.17,Slieve_Croob_J3,459,14.03,32.71309933509655
N20003345,"Newry, Mourne and Down",9.25,1.52,Slieve_Croob_J4,401,9.25,43.34410474325914
N20003346,"Newry, Mourne and Down",12.08,1.54,Slieve_Croob_J5,357,12.08,29.557490431521842
N20003347,"Newry, Mourne and Down",1250.29,20.17,Rowallane_C1,518,1250.29,0.4143038490790205
N20003348,"Newry, Mourne and Down",18.12,2.45,Rowallane_A1,317,18.12,17.495263041673642
N20003349,"Newry, Mourne and Down",36.77,3.2,Rowallane_A2,758,36.77,20.61400771179009
N20003350,"Newry, Mourne and Down",17.32,2.32,Rowallane_A3,598,17.32,34.532395971530455
N20003351,"Newry, Mourne and Down",18.29,2.51,Rowallane_B1,351,18.29,19.186268792245823
N20003352,"Newry, Mourne and Down",730.28,15.05,Rowallane_E1,547,730.28,0.7490273011815907
N20003353,"Newry, Mourne and Down",20.11,2.45,Rowallane_B2,480,20.11,23.862914880048308
N20003354,"Newry, Mourne and Down",12.54,2.1,Rowallane_B3,428,12.54,34.14043655568719
N20003355,"Newry, Mourne and Down",62.73,4.71,Rowallane_B4,656,62.73,10.45726363263365
N20003356,"Newry, Mourne and Down",1193.89,16.99,Rowallane_C2,535,1193.89,0.4481150684238165
N20003357,"Newry, Mourne and Down",442.48,9.84,Rowallane_E2,536,442.48,1.2113479901182689
N20003358,"Newry, Mourne and Down",2101.5,39.3,Rowallane_D1,676,2101.5,0.3216745998462352
N20003359,"Newry, Mourne and Down",1231.96,19.33,Rowallane_E3,601,1231.96,0.48783899995933316
N20003360,"Newry, Mourne and Down",899.91,16.86,Rowallane_C3,383,899.91,0.42559976617234746
N20003361,"Newry, Mourne and Down",1358.81,19.29,Rowallane_E4,443,1358.81,0.32602135655267017
N20003362,"Newry, Mourne and Down",818.25,17.02,Rowallane_C4,427,818.25,0.5218483501958652
N20003363,"Newry, Mourne and Down",1054.22,17.02,Rowallane_C5,425,1054.22,0.40314244674187716
N20003364,"Newry, Mourne and Down",7.44,1.1,Rowallane_D2,398,7.44,53.493537686768995
N20003365,"Newry, Mourne and Down",924.5,21.26,Rowallane_D3,532,924.5,0.5754445322339808
N20003366,"Newry, Mourne and Down",20.55,2.43,Rowallane_G1,581,20.55,28.269225544749084
N20003367,"Newry, Mourne and Down",60.35,3.62,Rowallane_F1,301,60.35,4.987768978717618
N20003368,"Newry, Mourne and Down",12.13,1.42,Rowallane_H1,421,12.13,34.70182317870705
N20003369,"Newry, Mourne and Down",22.02,2.76,Rowallane_F2,555,22.02,25.20582586065873
N20003370,"Newry, Mourne and Down",27.25,2.42,Rowallane_G2,680,27.25,24.95531020682025
N20003371,"Newry, Mourne and Down",1735.31,24.06,Rowallane_D4,673,1735.31,0.38782609685506864
N20003372,"Newry, Mourne and Down",13.2,1.87,Rowallane_H2,328,13.2,24.856379647992515
N20003373,"Newry, Mourne and Down",13.92,1.71,Rowallane_F3,480,13.92,34.479619579279664
N20003374,"Newry, Mourne and Down",13.86,2.46,Rowallane_F4,281,13.86,20.27340810051228
N20003375,"Newry, Mourne and Down",11.84,1.74,Rowallane_H3,391,11.84,33.02362706112596
N20003376,"Newry, Mourne and Down",5.66,1.25,Rowallane_H4,316,5.66,55.78796899253775
N20003377,"Newry, Mourne and Down",8.13,1.52,Rowallane_H5,366,8.13,44.99322861645562
N20003378,"Newry, Mourne and Down",36.6,3.62,Rowallane_G3,467,36.6,12.758753149930012
N20003379,"Newry, Mourne and Down",17.03,1.86,Rowallane_F5,416,17.03,24.42835085909248
N20003380,"Newry, Mourne and Down",29.56,2.49,Rowallane_F6,564,29.56,19.081522087533884
N20003381,"Newry, Mourne and Down",21.59,2.91,Rowallane_H6,510,21.59,23.624995730226725
N20003382,"Newry, Mourne and Down",16.7,2.14,Rowallane_G4,357,16.7,21.377034586902017
N20003383,"Newry, Mourne and Down",24.4,2.55,Rowallane_J1,466,24.4,19.097653833645705
N20003384,"Newry, Mourne and Down",16.45,2.02,Rowallane_J2,528,16.45,32.09992664442325
N20003385,"Newry, Mourne and Down",9.38,1.5,Rowallane_G5,454,9.38,48.37932268728719
N20003386,"Newry, Mourne and Down",18.38,1.94,Rowallane_H7,455,18.38,24.754811845622996
N20003387,"Newry, Mourne and Down",1085.65,19.81,Rowallane_E5,639,1085.65,0.5885899205554029
N20003388,"Newry, Mourne and Down",32.97,2.93,Rowallane_J3,581,32.97,17.622042222465208
N20003389,"Newry, Mourne and Down",35.45,3.31,Rowallane_G6,401,35.45,11.310163745362734
N20003390,"Newry, Mourne and Down",10.06,1.54,Rowallane_J4,422,10.06,41.960765457452
N20003391,"Newry, Mourne and Down",63.28,4.67,Downpatrick_B1,590,63.28,9.323936166677008
N20003392,"Newry, Mourne and Down",990.47,18.33,Downpatrick_A1,688,990.47,0.694617082658699
N20003393,"Newry, Mourne and Down",2582.61,38.16,Downpatrick_A2,660,2582.61,0.2555557701577933
N20003394,"Newry, Mourne and Down",734.91,14.3,Downpatrick_A3,638,734.91,0.8681307440051086
N20003395,"Newry, Mourne and Down",1934.76,33.4,Downpatrick_A4,695,1934.76,0.35921722283732554
N20003396,"Newry, Mourne and Down",1201.27,18.73,Downpatrick_B2,637,1201.27,0.5302727349693692
N20003397,"Newry, Mourne and Down",68.77,5.58,Downpatrick_C1,709,68.77,10.310127392706944
N20003398,"Newry, Mourne and Down",39.8,2.68,Downpatrick_C2,485,39.8,12.186667513113093
N20003399,"Newry, Mourne and Down",53.22,4.3,Downpatrick_C3,615,53.22,11.556545053360848
N20003400,"Newry, Mourne and Down",15.33,1.8,Downpatrick_C4,449,15.33,29.283995317849193
N20003401,"Newry, Mourne and Down",15.47,1.82,Downpatrick_C5,492,15.47,31.799027147221864
N20003402,"Newry, Mourne and Down",66.85,4.38,Downpatrick_D1,386,66.85,5.773945583982291
N20003403,"Newry, Mourne and Down",19.14,2.33,Downpatrick_E1,424,19.14,22.157005814112114
N20003404,"Newry, Mourne and Down",14.72,1.8,Downpatrick_E2,316,14.72,21.464289783008258
N20003405,"Newry, Mourne and Down",61.84,4.27,Downpatrick_D2,577,61.84,9.33066247965545
N20003406,"Newry, Mourne and Down",9.07,1.34,Downpatrick_E3,412,9.07,45.42513828949219
N20003407,"Newry, Mourne and Down",9.49,1.37,Downpatrick_E4,375,9.49,39.50237443080148
N20003408,"Newry, Mourne and Down",17.27,2.31,Downpatrick_E5,264,17.27,15.282823156946417
N20003409,"Newry, Mourne and Down",16.06,1.93,Downpatrick_D3,469,16.06,29.196839647086207
N20003410,"Newry, Mourne and Down",18.77,2.03,Downpatrick_E6,460,18.77,24.50477229444528
N20003411,"Newry, Mourne and Down",66.15,4.24,Downpatrick_D4,815,66.15,12.3202743904369
N20003412,"Newry, Mourne and Down",83.44,4.64,Downpatrick_F1,547,83.44,6.555418483968824
N20003413,"Newry, Mourne and Down",37.78,2.85,Downpatrick_G1,516,37.78,13.656725442336006
N20003414,"Newry, Mourne and Down",2165.04,21.09,Downpatrick_H1,764,2165.04,0.35288017988015147
N20003415,"Newry, Mourne and Down",14.02,1.93,Downpatrick_F2,225,14.02,16.048542982655363
N20003416,"Newry, Mourne and Down",7.53,1.21,Downpatrick_G2,586,7.53,77.80958390549353
N20003417,"Newry, Mourne and Down",60.9,4.57,Downpatrick_G3,546,60.9,8.965184369059438
N20003418,"Newry, Mourne and Down",10.96,1.67,Downpatrick_F3,509,10.96,46.42054009116578
N20003419,"Newry, Mourne and Down",13.12,1.77,Downpatrick_G4,672,13.12,51.22624706522031
N20003420,"Newry, Mourne and Down",1020.62,18.25,Downpatrick_B3,737,1020.62,0.7221098069864206
N20003421,"Newry, Mourne and Down",24.06,2.03,Downpatrick_F4,695,24.06,28.888368676530444
N20003422,"Newry, Mourne and Down",1522.3,21.29,Downpatrick_H2,541,1522.3,0.35538308225384974
N20003423,"Newry, Mourne and Down",1553.51,26.43,Downpatrick_H3,584,1553.51,0.37592335235897534
N20003424,"Newry, Mourne and Down",1251.48,28.78,Downpatrick_H4,476,1251.48,0.3803498345124905
N20003425,"Newry, Mourne and Down",12.3,2.0,Downpatrick_J1,422,12.3,34.3130600602046
N20003426,"Newry, Mourne and Down",21.41,2.27,Downpatrick_J2,432,21.41,20.173058670530615
N20003427,"Newry, Mourne and Down",25.04,3.01,Downpatrick_J3,318,25.04,12.700216784480116
N20003428,"Newry, Mourne and Down",29.97,2.53,Downpatrick_J4,548,29.97,18.286439210352185
N20003429,"Newry, Mourne and Down",2371.92,33.25,Downpatrick_K1,685,2371.92,0.2887959376655979
N20003430,"Newry, Mourne and Down",23.95,2.95,Downpatrick_K2,464,23.95,19.371664633751298
N20003431,"Newry, Mourne and Down",15.82,2.26,Downpatrick_K3,492,15.82,31.108721128306037
N20003432,Ards and North Down,5.25,0.96,Comber_C1,278,5.25,52.93671276934344
N20003433,Ards and North Down,1256.33,26.3,Comber_E1,485,1256.33,0.3860446860562857
N20003434,Ards and North Down,5.25,1.08,Comber_C2,364,5.25,69.3173699879766
N20003435,Ards and North Down,8.03,1.61,Comber_C3,392,8.03,48.82629378834524
N20003436,Ards and North Down,9.68,1.53,Comber_C4,633,9.68,65.40862013824517
N20003437,Ards and North Down,26.64,2.93,Comber_A1,491,26.64,18.42873913422994
N20003438,Ards and North Down,9.86,1.41,Comber_C5,463,9.86,46.973833322915596
N20003439,Ards and North Down,5.67,1.21,Comber_C6,326,5.67,57.5061761976774
N20003440,Ards and North Down,19.22,2.13,Comber_B1,513,19.22,26.69159344108645
N20003441,Ards and North Down,7.28,1.12,Comber_B2,340,7.28,46.67552581563573
N20003442,Ards and North Down,12.25,1.6,Comber_A2,312,12.25,25.47043458580508
N20003443,Ards and North Down,16.53,2.23,Comber_A3,461,16.53,27.89589854567206
N20003444,Ards and North Down,6.1,1.22,Comber_B3,429,6.1,70.32165586729992
N20003445,Ards and North Down,13.72,1.65,Comber_B4,359,13.72,26.164587310621574
N20003446,Ards and North Down,5.74,1.09,Comber_D1,329,5.74,57.33085959744877
N20003447,Ards and North Down,69.56,5.68,Comber_C7,347,69.56,4.988358587032921
N20003448,Ards and North Down,18.44,2.27,Comber_A4,773,18.44,41.91178851863383
N20003449,Ards and North Down,6.13,0.99,Comber_B5,240,6.13,39.17881026923357
N20003450,Ards and North Down,21.75,2.76,Comber_B6,408,21.75,18.76225160017966
N20003451,Ards and North Down,10.54,1.78,Comber_D2,377,10.54,35.78083563481885
N20003452,Ards and North Down,20.5,2.45,Comber_D3,467,20.5,22.785324836577214
N20003453,Ards and North Down,28.21,2.31,Comber_D4,451,28.21,15.985914067582188
N20003454,Ards and North Down,18.38,2.47,Comber_D5,429,18.38,23.34055320980253
N20003455,Ards and North Down,27.84,2.65,Comber_D6,349,27.84,12.535575354125314
N20003456,Ards and North Down,1165.86,17.12,Comber_E2,518,1165.86,0.4443062721751056
N20003457,Ards and North Down,720.0,19.61,Comber_F1,517,720.0,0.7180586228113779
N20003458,Ards and North Down,847.4,15.1,Comber_F2,329,847.4,0.388247165512505
N20003459,Ards and North Down,839.8,12.15,Comber_F3,368,839.8,0.4381977198074058
N20003460,Ards and North Down,73.08,4.14,Comber_F4,440,73.08,6.02087297944069
N20003461,Ards and North Down,647.3,12.96,Comber_E3,338,647.3,0.5221681382464556
N20003462,Ards and North Down,14.42,1.79,Comber_G1,346,14.42,23.99893808189238
N20003463,Ards and North Down,22.74,2.52,Comber_G2,742,22.74,32.633260798641295
N20003464,Ards and North Down,8.22,1.31,Comber_G3,320,8.22,38.94110834248496
N20003465,Ards and North Down,18.73,2.4,Comber_G4,569,18.73,30.386687476095783
N20003466,Ards and North Down,12.92,1.85,Comber_G5,559,12.92,43.27559003288445
N20003467,Ards and North Down,1377.55,37.39,Comber_F5,858,1377.55,0.6228470234958495
N20003468,Ards and North Down,20.65,2.45,Comber_G6,602,20.65,29.146835672286745
N20003469,Ards and North Down,427.08,16.05,Comber_F6,721,427.08,1.6881913679230063
N20003470,Ards and North Down,646.29,11.63,Comber_H1,568,646.29,0.8788671771800566
N20003471,Ards and North Down,1336.95,18.57,Comber_H2,693,1336.95,0.5183427221662087
N20003472,Ards and North Down,205.78,10.78,Comber_H3,403,205.78,1.9583770633480235
N20003473,Ards and North Down,1056.04,20.32,Comber_H4,583,1056.04,0.5520642912233554
N20003474,Ards and North Down,362.01,10.54,Newtownards_A1,631,362.01,1.7430334763796886
N20003475,Ards and North Down,740.07,13.74,Newtownards_A2,588,740.07,0.7945173408311061
N20003476,Ards and North Down,16.33,1.7,Newtownards_A3,591,16.33,36.201517019443685
N20003477,Ards and North Down,35.19,2.93,Newtownards_B1,520,35.19,14.776449392197982
N20003478,Ards and North Down,42.78,3.5,Newtownards_A4,509,42.78,11.898816247620529
N20003479,Ards and North Down,9.77,1.38,Newtownards_B2,383,9.77,39.190911870287636
N20003480,Ards and North Down,14.11,2.08,Newtownards_B3,509,14.11,36.08569475526995
N20003481,Ards and North Down,8.51,1.28,Newtownards_B4,356,8.51,41.81584530706111
N20003482,Ards and North Down,33.78,2.64,Newtownards_C1,495,33.78,14.652688120853584
N20003483,Ards and North Down,13.25,1.79,Newtownards_E1,433,13.25,32.68249708492154
N20003484,Ards and North Down,9.64,1.47,Newtownards_D1,590,9.64,61.18252660834804
N20003485,Ards and North Down,4.49,0.97,Newtownards_F1,331,4.49,73.64375829373378
N20003486,Ards and North Down,6.42,1.14,Newtownards_F2,449,6.42,69.90523236703801
N20003487,Ards and North Down,17.5,2.0,Newtownards_C2,547,17.5,31.257166134622395
N20003488,Ards and North Down,10.05,1.86,Newtownards_D2,687,10.05,68.3598799373271
N20003489,Ards and North Down,17.48,2.15,Newtownards_C3,371,17.48,21.218510045079448
N20003490,Ards and North Down,22.01,2.2,Newtownards_E2,461,22.01,20.944437848771397
N20003491,Ards and North Down,10.89,1.48,Newtownards_G1,613,10.89,56.30808962131477
N20003492,Ards and North Down,11.97,1.52,Newtownards_D3,684,11.97,57.139045200482755
N20003493,Ards and North Down,12.71,1.93,Newtownards_F3,598,12.71,47.067616331658016
N20003494,Ards and North Down,13.92,1.8,Newtownards_E3,508,13.92,36.4891785560151
N20003495,Ards and North Down,9.66,1.37,Newtownards_F4,419,9.66,43.37127619504258
N20003496,Ards and North Down,16.4,2.11,Newtownards_C4,577,16.4,35.18371896152397
N20003497,Ards and North Down,10.09,1.77,Newtownards_H1,398,10.09,39.43062051731806
N20003498,Ards and North Down,7.33,1.08,Newtownards_G2,350,7.33,47.73427392190781
N20003499,Ards and North Down,3.25,1.04,Newtownards_J1,322,3.25,98.95383634851855
N20003500,Ards and North Down,10.75,1.32,Newtownards_L1,244,10.75,22.704741062066255
N20003501,Ards and North Down,13.09,1.93,Newtownards_G3,463,13.09,35.36135710883232
N20003502,Ards and North Down,14.2,1.73,Newtownards_K1,697,14.2,49.093066614790075
N20003503,Ards and North Down,16.04,1.93,Newtownards_J2,395,16.04,24.628000601341405
N20003504,Ards and North Down,10.14,1.45,Newtownards_J3,497,10.14,49.02586152193778
N20003505,Ards and North Down,12.42,1.95,Newtownards_H2,709,12.42,57.073366538201974
