Geography Code,LGD2014_nm,Area_ha,Perim_km,Geography,All usual residents,"Area (hectares)
[note 1, 2]",Population density (number of usual residents per hectare)
N20001938,Derry City and Strabane,590.85,14.46,Faughan_E6,450,590.85,0.7616159271445168
N20001939,Derry City and Strabane,20.22,2.16,Faughan_G4,366,20.22,18.10105567893637
N20001940,Derry City and Strabane,701.16,14.0,Faughan_G5,247,701.16,0.35227411666106156
N20001941,Derry City and Strabane,1394.24,18.32,Faughan_G6,384,1394.24,0.27541792292452766
N20001942,Derry City and Strabane,17.54,2.06,Faughan_H1,583,17.54,33.23568786046724
N20001943,Derry City and Strabane,10.38,1.52,Faughan_H2,256,10.38,24.66623263874429
N20001944,Derry City and Strabane,76.05,5.22,Faughan_H3,496,76.05,6.522310962079187
N20001945,Derry City and Strabane,890.2,15.34,Faughan_G7,411,890.2,0.4616917400331623
N20001946,Derry City and Strabane,1105.94,16.96,Sperrin_A1,842,1105.94,0.7613459372977489
N20001947,Derry City and Strabane,1690.19,23.47,Sperrin_B1,603,1690.19,0.356764539115988
N20001948,Derry City and Strabane,3622.8,29.18,Sperrin_B2,660,3622.8,0.18217948438603493
N20001949,Derry City and Strabane,2759.0,28.82,Sperrin_A2,845,2759.0,0.3062701495067435
N20001950,Derry City and Strabane,1654.07,17.88,Sperrin_B3,549,1654.07,0.3319078589643468
N20001951,Derry City and Strabane,1036.98,18.41,Sperrin_B4,546,1036.98,0.5265276812158358
N20001952,Derry City and Strabane,45.38,4.15,Sperrin_C1,567,45.38,12.494736386200271
N20001953,Derry City and Strabane,45.57,4.11,Sperrin_A3,435,45.57,9.546355463637768
N20001954,Derry City and Strabane,3818.57,30.61,Sperrin_F1,663,3818.57,0.1736252713787186
N20001955,Derry City and Strabane,68.11,3.97,Sperrin_B5,620,68.11,9.103586128417161
N20001956,Derry City and Strabane,2521.5,24.05,Sperrin_F2,585,2521.5,0.2320046329883708
N20001957,Derry City and Strabane,16.48,1.7,Sperrin_C2,235,16.48,14.261778228242552
N20001958,Derry City and Strabane,33.62,3.11,Sperrin_C3,215,33.62,6.394761350264439
N20001959,Derry City and Strabane,1897.77,23.14,Sperrin_C4,527,1897.77,0.27769457048684065
N20001960,Derry City and Strabane,23.0,2.47,Sperrin_D1,428,23.0,18.610223946420316
N20001961,Derry City and Strabane,932.16,21.38,Sperrin_C5,547,932.16,0.5868106568552119
N20001962,Derry City and Strabane,47.24,3.42,Sperrin_D2,501,47.24,10.605639744452997
N20001963,Derry City and Strabane,49.79,3.24,Sperrin_D3,355,49.79,7.1304378075672945
N20001964,Derry City and Strabane,10.93,1.53,Sperrin_D4,415,10.93,37.97761556913241
N20001965,Derry City and Strabane,10.14,1.63,Sperrin_E1,257,10.14,25.345238058381955
N20001966,Derry City and Strabane,26.89,2.29,Sperrin_D5,599,26.89,22.275318323412105
N20001967,Derry City and Strabane,23.05,2.29,Sperrin_D6,592,23.05,25.67954915737521
N20001968,Derry City and Strabane,1662.89,21.9,Sperrin_C6,417,1662.89,0.250768118307922
N20001969,Derry City and Strabane,13.03,1.64,Sperrin_E2,352,13.03,27.015511058502025
N20001970,Derry City and Strabane,24.48,2.2,Sperrin_E3,408,24.48,16.66656539924004
N20001971,Derry City and Strabane,3257.76,34.14,Sperrin_F3,674,3257.76,0.2068904414979286
N20001972,Derry City and Strabane,11.36,1.51,Sperrin_E4,376,11.36,33.1131314708162
N20001973,Derry City and Strabane,13.4,1.65,Sperrin_G1,424,13.4,31.647051542382325
N20001974,Derry City and Strabane,14.16,2.09,Sperrin_H1,428,14.16,30.22038726534991
N20001975,Derry City and Strabane,18.21,2.31,Sperrin_G2,378,18.21,20.758449078284094
N20001976,Derry City and Strabane,12.76,1.73,Sperrin_H2,556,12.76,43.589543078528905
N20001977,Derry City and Strabane,8.77,1.32,Sperrin_H3,510,8.77,58.12015451280366
N20001978,Derry City and Strabane,7.49,1.24,Sperrin_G3,477,7.49,63.72653926885396
N20001979,Derry City and Strabane,5.69,1.19,Sperrin_G4,433,5.69,76.07045444439767
N20001980,Derry City and Strabane,26.89,2.51,Sperrin_H4,526,26.89,19.560813981988048
N20001981,Derry City and Strabane,7932.17,48.64,Sperrin_F4,413,7932.17,0.05206648967325781
N20001982,Derry City and Strabane,51.27,3.36,Sperrin_G5,487,51.27,9.49909529022773
N20001983,Derry City and Strabane,15.85,1.94,Sperrin_G6,522,15.85,32.92475057607225
N20001984,Derry City and Strabane,31.02,2.82,Sperrin_H5,473,31.02,15.24863595706462
N20001985,Derry City and Strabane,6.32,1.08,Sperrin_H6,437,6.32,69.10594038354775
N20001986,Derry City and Strabane,74.86,3.87,Sperrin_J1,678,74.86,9.056495240957252
N20001987,Derry City and Strabane,46.68,3.92,Sperrin_J2,761,46.68,16.30313480902969
N20001988,Derry City and Strabane,2252.94,23.41,Sperrin_K1,755,2252.94,0.33511705510922873
N20001989,Derry City and Strabane,9521.39,50.84,Sperrin_F5,713,9521.39,0.07488402122299335
N20001990,Derry City and Strabane,5875.41,44.95,Sperrin_K2,803,5875.41,0.13667132138102428
N20001991,Derry City and Strabane,3242.44,29.35,Sperrin_K3,470,3242.44,0.14495269855318396
N20001992,Derry City and Strabane,1029.3,18.39,Sperrin_K4,426,1029.3,0.41387205791700654
N20001993,Derry City and Strabane,392.61,12.18,Sperrin_K5,237,392.61,0.6036473971810433
N20001994,Derry City and Strabane,21.04,2.29,Derg_A1,518,21.04,24.620353570458406
N20001995,Derry City and Strabane,10.01,1.44,Derg_A2,473,10.01,47.273935999471796
N20001996,Derry City and Strabane,22.52,2.33,Derg_A3,501,22.52,22.248895827560144
N20001997,Derry City and Strabane,32.4,2.91,Derg_A4,643,32.4,19.84509320013948
N20001998,Derry City and Strabane,962.98,18.37,Derg_C1,726,962.98,0.7539062215962611
N20001999,Derry City and Strabane,10.12,1.28,Derg_C2,298,10.12,29.436088796887567
N20002000,Derry City and Strabane,14.73,1.72,Derg_B1,506,14.73,34.35564019577828
N20002001,Derry City and Strabane,73.4,4.22,Derg_B2,525,73.4,7.153064362321579
N20002002,Derry City and Strabane,7.12,1.12,Derg_B3,401,7.12,56.29480798490493
N20002003,Derry City and Strabane,25.3,2.37,Derg_C3,312,25.3,12.329604209333668
N20002004,Derry City and Strabane,13.08,1.57,Derg_B4,546,13.08,41.744747702173505
N20002005,Derry City and Strabane,1066.87,17.7,Derg_C4,554,1066.87,0.5192746292599718
N20002006,Derry City and Strabane,917.44,14.96,Derg_C5,553,917.44,0.6027659065754546
N20002007,Derry City and Strabane,682.03,14.12,Derg_D1,583,682.03,0.8547978562070396
N20002008,Derry City and Strabane,3013.67,33.73,Derg_D2,617,3013.67,0.20473406825404747
N20002009,Derry City and Strabane,49.78,4.23,Derg_E1,425,49.78,8.53823737314372
N20002010,Derry City and Strabane,27.22,2.71,Derg_E2,438,27.22,16.092177012715272
N20002011,Derry City and Strabane,52.97,5.07,Derg_E3,562,52.97,10.609307849374247
N20002012,Derry City and Strabane,8.99,1.31,Derg_F1,372,8.99,41.382547717646645
N20002013,Derry City and Strabane,53.81,4.15,Derg_D3,708,53.81,13.157868864126064
N20002014,Derry City and Strabane,21.52,3.14,Derg_F2,534,21.52,24.81884329122148
N20002015,Derry City and Strabane,2208.5,31.29,Derg_H1,533,2208.5,0.24133986183522227
N20002016,Derry City and Strabane,24.81,2.51,Derg_F3,347,24.81,13.985299424218143
N20002017,Derry City and Strabane,3340.86,37.87,Derg_G1,554,3340.86,0.16582564662836158
N20002018,Derry City and Strabane,16.69,2.01,Derg_F4,407,16.69,24.387104823593454
N20002019,Derry City and Strabane,1750.93,20.21,Derg_H2,484,1750.93,0.2764246318774267
N20002020,Derry City and Strabane,36.71,2.98,Derg_F5,439,36.71,11.959683261347344
N20002021,Derry City and Strabane,12.84,1.53,Derg_F6,354,12.84,27.57831762949761
N20002022,Derry City and Strabane,88.91,7.45,Derg_F7,527,88.91,5.927656735024849
N20002023,Derry City and Strabane,3385.58,29.54,Derg_H3,589,3385.58,0.1739729132118129
N20002024,Derry City and Strabane,3999.63,32.76,Derg_G2,681,3999.63,0.17026560389509018
N20002025,Derry City and Strabane,2612.19,30.67,Derg_G3,698,2612.19,0.26720867082278893
N20002026,Derry City and Strabane,10955.25,75.64,Derg_H4,443,10955.25,0.040437245596869446
N20002027,Derry City and Strabane,821.05,12.56,Derg_H5,406,821.05,0.4944876612443858
N20002028,Derry City and Strabane,2555.35,28.12,Derg_H6,553,2555.35,0.21640843116651806
N20002029,Fermanagh and Omagh,2919.92,39.09,Erne_East_A1,662,2919.92,0.2267185465294966
N20002030,Fermanagh and Omagh,2284.86,25.9,Erne_East_A2,577,2284.86,0.2525319948119536
N20002031,Fermanagh and Omagh,5701.9,52.65,Erne_East_B1,726,5701.9,0.127325881150895
N20002032,Fermanagh and Omagh,1655.13,24.58,Erne_East_A3,594,1655.13,0.35888518507822614
N20002033,Fermanagh and Omagh,899.47,13.55,Erne_East_A4,329,899.47,0.36577281546162793
N20002034,Fermanagh and Omagh,562.17,12.98,Erne_East_C1,360,562.17,0.6403790465878519
N20002035,Fermanagh and Omagh,22.36,2.35,Erne_East_C2,462,22.36,20.66078553868037
N20002036,Fermanagh and Omagh,144.85,6.34,Erne_East_C3,478,144.85,3.299949914724565
N20002037,Fermanagh and Omagh,4456.49,37.44,Erne_East_B2,807,4456.49,0.1810842953898725
N20002038,Fermanagh and Omagh,3679.21,33.93,Erne_East_B3,831,3679.21,0.225863950915982
N20002039,Fermanagh and Omagh,3055.37,57.3,Erne_East_A5,698,3055.37,0.22845023844531942
N20002040,Fermanagh and Omagh,87.64,5.22,Erne_East_D1,754,87.64,8.602887795622708
N20002041,Fermanagh and Omagh,2160.26,36.51,Erne_East_C4,598,2160.26,0.2768190113273015
N20002042,Fermanagh and Omagh,12.07,1.55,Erne_East_D2,524,12.07,43.3975695198197
N20002043,Fermanagh and Omagh,42.81,3.63,Erne_East_D3,325,42.81,7.591945620393203
N20002044,Fermanagh and Omagh,1558.76,21.89,Erne_East_E1,524,1558.76,0.336163702834375
N20002045,Fermanagh and Omagh,14.43,1.71,Erne_East_D4,340,14.43,23.563577751273506
N20002046,Fermanagh and Omagh,117.51,6.96,Erne_East_D5,638,117.51,5.429114788556191
N20002047,Fermanagh and Omagh,44.06,3.71,Erne_East_D6,440,44.06,9.986136678531173
N20002048,Fermanagh and Omagh,3351.72,29.3,Erne_East_E2,596,3351.72,0.1778193541716433
N20002049,Fermanagh and Omagh,608.6,13.63,Erne_East_B4,461,608.6,0.7574718000397572
N20002050,Fermanagh and Omagh,2053.48,19.05,Erne_East_E3,488,2053.48,0.23764508944673923
N20002051,Fermanagh and Omagh,2759.97,49.6,Erne_East_F1,695,2759.97,0.25181412225339
N20002052,Fermanagh and Omagh,2792.21,34.92,Erne_East_E4,599,2792.21,0.2145254744436956
N20002053,Fermanagh and Omagh,1588.64,19.29,Erne_East_E5,568,1588.64,0.3575388180924834
N20002054,Fermanagh and Omagh,26.04,3.2,Erne_East_F2,579,26.04,22.231549248953893
N20002055,Fermanagh and Omagh,4778.67,52.43,Erne_East_F3,812,4778.67,0.16992174375838695
N20002056,Fermanagh and Omagh,1742.44,36.91,Erne_East_F4,478,1742.44,0.27432795355442713
N20002057,Fermanagh and Omagh,8502.79,60.15,Erne_West_A1,599,8502.79,0.07044744260485102
N20002058,Fermanagh and Omagh,4594.08,39.87,Erne_West_A2,724,4594.08,0.15759401442922946
N20002059,Fermanagh and Omagh,309.45,10.8,Erne_West_A3,411,309.45,1.3281796345718662
N20002060,Fermanagh and Omagh,607.85,13.97,Erne_West_B1,628,607.85,1.0331534022217734
N20002061,Fermanagh and Omagh,3815.55,54.31,Erne_West_C1,878,3815.55,0.23011073454662762
N20002062,Fermanagh and Omagh,1130.07,16.88,Erne_West_D1,584,1130.07,0.5167840373195661
N20002063,Fermanagh and Omagh,6422.89,50.0,Erne_West_A4,536,6422.89,0.08345152050822523
N20002064,Fermanagh and Omagh,1964.97,23.57,Erne_West_D2,459,1964.97,0.23359099978895956
N20002065,Fermanagh and Omagh,2312.03,30.46,Erne_West_C2,723,2312.03,0.31271231364854346
N20002066,Fermanagh and Omagh,9210.26,48.03,Erne_West_B2,947,9210.26,0.10282009331478277
N20002067,Fermanagh and Omagh,3758.13,27.04,Erne_West_D3,483,3758.13,0.12852140188273495
N20002068,Fermanagh and Omagh,1613.11,24.99,Erne_West_C3,664,1613.11,0.41162682254888305
N20002069,Fermanagh and Omagh,1323.51,22.27,Erne_West_E1,805,1323.51,0.6082307408095028
N20002070,Fermanagh and Omagh,1056.47,15.97,Erne_West_E2,448,1056.47,0.4240527171268589
N20002071,Fermanagh and Omagh,1908.03,20.87,Erne_West_C4,649,1908.03,0.34014151686786487
N20002072,Fermanagh and Omagh,5435.27,35.64,Erne_West_D4,469,5435.27,0.0862882218902657
N20002073,Fermanagh and Omagh,5081.91,45.59,Erne_West_D5,687,5081.91,0.13518527084399823
N20002074,Fermanagh and Omagh,1449.59,18.15,Erne_West_F1,491,1449.59,0.3387165485852776
N20002075,Fermanagh and Omagh,1517.44,30.2,Erne_West_E3,543,1517.44,0.35783836893766235
N20002076,Fermanagh and Omagh,2126.71,25.67,Erne_West_F2,518,2126.71,0.2435684395348885
N20002077,Fermanagh and Omagh,308.62,10.61,Erne_West_E4,701,308.62,2.2713661970094545
N20002078,Fermanagh and Omagh,2072.62,31.86,Erne_West_F3,457,2072.62,0.22049335119426242
N20002079,Fermanagh and Omagh,3367.45,34.55,Erne_West_F4,723,3367.45,0.2147022114219115
N20002080,Fermanagh and Omagh,2674.29,43.71,Erne_West_F5,528,2674.29,0.19743534394103898
N20002081,Fermanagh and Omagh,1811.84,30.3,Enniskillen_A1,504,1811.84,0.27817010394113556
N20002082,Fermanagh and Omagh,1108.33,18.71,Enniskillen_A2,420,1108.33,0.3789498240109659
N20002083,Fermanagh and Omagh,1501.99,22.06,Enniskillen_A3,464,1501.99,0.3089243285850317
N20002084,Fermanagh and Omagh,1087.25,27.84,Enniskillen_A4,528,1087.25,0.48563016785230995
N20002085,Fermanagh and Omagh,76.72,4.47,Enniskillen_D1,230,76.72,2.997834967533162
N20002086,Fermanagh and Omagh,65.62,4.96,Enniskillen_B1,730,65.62,11.12470616768474
N20002087,Fermanagh and Omagh,74.56,4.79,Enniskillen_D2,569,74.56,7.6310053960682165
N20002088,Fermanagh and Omagh,119.2,5.83,Enniskillen_F1,530,119.2,4.446195475731302
N20002089,Fermanagh and Omagh,16.16,1.68,Enniskillen_B2,330,16.16,20.419944528560688
N20002090,Fermanagh and Omagh,74.24,4.94,Enniskillen_C1,570,74.24,7.678311046088069
N20002091,Fermanagh and Omagh,6.39,1.05,Enniskillen_B3,405,6.39,63.38668803886573
N20002092,Fermanagh and Omagh,13.88,1.91,Enniskillen_C2,586,13.88,42.23238290962492
N20002093,Fermanagh and Omagh,25.95,2.62,Enniskillen_C3,589,25.95,22.695335590763403
N20002094,Fermanagh and Omagh,91.02,6.04,Enniskillen_D3,588,91.02,6.460231658923
N20002095,Fermanagh and Omagh,9.12,1.34,Enniskillen_B4,561,9.12,61.49287951799115
N20002096,Fermanagh and Omagh,49.18,3.73,Enniskillen_E1,333,49.18,6.7716189163286495
N20002097,Fermanagh and Omagh,71.99,4.99,Enniskillen_C4,481,71.99,6.681112635561024
N20002098,Fermanagh and Omagh,89.93,5.0,Enniskillen_B5,641,89.93,7.127605652070196
N20002099,Fermanagh and Omagh,40.59,3.37,Enniskillen_F2,381,40.59,9.385404333110124
N20002100,Fermanagh and Omagh,1610.45,27.19,Enniskillen_G1,521,1610.45,0.32351163311194714
N20002101,Fermanagh and Omagh,15.16,1.67,Enniskillen_E2,222,15.16,14.647322821065911
N20002102,Fermanagh and Omagh,38.33,3.94,Enniskillen_F3,514,38.33,13.411591527134755
N20002103,Fermanagh and Omagh,7.94,1.44,Enniskillen_E3,406,7.94,51.13587324458441
N20002104,Fermanagh and Omagh,34.91,3.03,Enniskillen_F4,427,34.91,12.232220957565804
N20002105,Fermanagh and Omagh,8.72,2.0,Enniskillen_E4,268,8.72,30.72384534368589
N20002106,Fermanagh and Omagh,273.77,10.13,Enniskillen_D4,499,273.77,1.8227217303089316
N20002107,Fermanagh and Omagh,26.13,3.58,Enniskillen_E5,378,26.13,14.4645245024973
N20002108,Fermanagh and Omagh,19.28,2.58,Enniskillen_D5,591,19.28,30.658650772203764
N20002109,Fermanagh and Omagh,872.83,15.62,Enniskillen_G2,483,872.83,0.5533754405133733
N20002110,Fermanagh and Omagh,10.07,1.35,Enniskillen_H1,264,10.07,26.216144295898573
N20002111,Fermanagh and Omagh,159.56,6.04,Enniskillen_H2,475,159.56,2.9768823570550778
N20002112,Fermanagh and Omagh,31.5,3.67,Enniskillen_H3,339,31.5,10.760732280884895
N20002113,Fermanagh and Omagh,115.53,6.82,Enniskillen_F5,488,115.53,4.224156360651773
N20002114,Fermanagh and Omagh,47.9,4.42,Enniskillen_H4,359,47.9,7.494286409529495
N20002115,Fermanagh and Omagh,24.54,2.8,Enniskillen_H5,354,24.54,14.426061450077615
N20002116,Fermanagh and Omagh,98.26,4.99,Enniskillen_H6,526,98.26,5.353361072809672
N20002117,Fermanagh and Omagh,136.51,5.92,Enniskillen_G3,455,136.51,3.3329815797311553
N20002118,Fermanagh and Omagh,809.06,20.55,Enniskillen_G4,395,809.06,0.4882238132615826
N20002119,Fermanagh and Omagh,93.04,5.31,Enniskillen_G5,485,93.04,5.21296622049014
N20002120,Fermanagh and Omagh,2007.39,26.71,Enniskillen_G6,561,2007.39,0.2794678398427775
N20002121,Fermanagh and Omagh,5171.54,40.07,Erne_North_B1,633,5171.54,0.12240056837758949
N20002122,Fermanagh and Omagh,3541.56,42.56,Erne_North_A1,668,3541.56,0.18861759133881917
N20002123,Fermanagh and Omagh,2686.71,31.45,Erne_North_C1,520,2686.71,0.19354515358622187
N20002124,Fermanagh and Omagh,66.05,4.53,Erne_North_A2,523,66.05,7.917691820322193
N20002125,Fermanagh and Omagh,4334.27,82.29,Erne_North_B2,484,4334.27,0.11166818416913865
N20002126,Fermanagh and Omagh,67.29,4.63,Erne_North_A3,516,67.29,7.6685765229107075
N20002127,Fermanagh and Omagh,32.72,3.54,Erne_North_A4,576,32.72,17.606126357190963
N20002128,Fermanagh and Omagh,2458.22,48.48,Erne_North_B3,463,2458.22,0.18834750183164575
N20002129,Fermanagh and Omagh,2659.66,23.7,Erne_North_C2,616,2659.66,0.23160834267604846
N20002130,Fermanagh and Omagh,2311.06,32.03,Erne_North_C3,663,2311.06,0.28688147775816225
N20002131,Fermanagh and Omagh,68.67,4.41,Erne_North_B4,431,68.67,6.276455179013459
N20002132,Fermanagh and Omagh,18.81,2.61,Erne_North_D1,449,18.81,23.876603721519906
N20002133,Fermanagh and Omagh,31.12,3.99,Erne_North_D2,554,31.12,17.800039730633944
N20002134,Fermanagh and Omagh,27.38,2.3,Erne_North_D3,424,27.38,15.486247178338433
N20002135,Fermanagh and Omagh,81.71,5.82,Erne_North_D4,351,81.71,4.295940985141522
N20002136,Fermanagh and Omagh,20.07,2.57,Erne_North_D5,152,20.07,7.572562412758696
N20002137,Fermanagh and Omagh,682.55,14.96,Erne_North_B5,524,682.55,0.7677075067140937
N20002138,Fermanagh and Omagh,41.19,3.72,Erne_North_D6,397,41.19,9.63732894646686
N20002139,Fermanagh and Omagh,2730.58,35.03,Erne_North_F1,644,2730.58,0.23584734461222523
N20002140,Fermanagh and Omagh,25.84,2.9,Erne_North_E1,463,25.84,17.919346164888932
N20002141,Fermanagh and Omagh,46.71,4.74,Erne_North_E2,379,46.71,8.11450483404619
N20002142,Fermanagh and Omagh,3231.78,31.49,Erne_North_F2,697,3231.78,0.21567070006991407
N20002143,Fermanagh and Omagh,63.35,4.07,Erne_North_E3,522,63.35,8.239594446304688
N20002144,Fermanagh and Omagh,1919.19,23.88,Erne_North_F3,669,1919.19,0.34858482622080234
N20002145,Fermanagh and Omagh,2305.07,31.89,Erne_North_G1,580,2305.07,0.25161960802079986
N20002146,Fermanagh and Omagh,89.52,6.59,Erne_North_G2,458,89.52,5.116295264272874
N20002147,Fermanagh and Omagh,1678.36,27.04,Erne_North_F4,635,1678.36,0.37834590226616027
N20002148,Fermanagh and Omagh,2442.36,24.98,Erne_North_G3,643,2442.36,0.2632703232031477
N20002149,Fermanagh and Omagh,15.75,1.68,Erne_North_G4,449,15.75,28.511771460675867
N20002150,Fermanagh and Omagh,1831.29,21.07,West_Tyrone_A1,386,1831.29,0.21078066414725338
N20002151,Fermanagh and Omagh,2702.19,29.92,West_Tyrone_A2,541,2702.19,0.20020772132294343
N20002152,Fermanagh and Omagh,1305.5,20.33,West_Tyrone_B1,513,1305.5,0.3929537313164565
N20002153,Fermanagh and Omagh,2402.53,26.82,West_Tyrone_A3,526,2402.53,0.21893592147169344
N20002154,Fermanagh and Omagh,484.04,10.79,West_Tyrone_B2,518,484.04,1.070164005888513
N20002155,Fermanagh and Omagh,7556.55,46.58,West_Tyrone_B3,655,7556.55,0.08667974045742338
N20002156,Fermanagh and Omagh,1952.12,19.67,West_Tyrone_A4,574,1952.12,0.2940398471069492
N20002157,Fermanagh and Omagh,2665.93,23.2,West_Tyrone_C1,588,2665.93,0.22056055430847102
N20002158,Fermanagh and Omagh,1405.22,19.03,West_Tyrone_A5,474,1405.22,0.3373127588336289
N20002159,Fermanagh and Omagh,391.4,8.22,West_Tyrone_C2,381,391.4,0.9734313213656007
N20002160,Fermanagh and Omagh,3788.66,37.29,West_Tyrone_E1,691,3788.66,0.1823864263326868
N20002161,Fermanagh and Omagh,2430.02,24.8,West_Tyrone_C3,778,2430.02,0.32016188257236333
N20002162,Fermanagh and Omagh,980.56,15.49,West_Tyrone_E2,562,980.56,0.5731393674246508
N20002163,Fermanagh and Omagh,964.38,14.42,West_Tyrone_E3,377,964.38,0.3909231077033624
N20002164,Fermanagh and Omagh,1455.46,20.38,West_Tyrone_F1,857,1455.46,0.5888170701453173
N20002165,Fermanagh and Omagh,2603.58,32.43,West_Tyrone_C4,598,2603.58,0.2296836408646263
N20002166,Fermanagh and Omagh,16.59,1.87,West_Tyrone_G1,319,16.59,19.232947298049123
N20002167,Fermanagh and Omagh,9.36,1.24,West_Tyrone_G2,287,9.36,30.662497014239488
N20002168,Fermanagh and Omagh,2366.21,28.16,West_Tyrone_F2,713,2366.21,0.3013256057826712
N20002169,Fermanagh and Omagh,215.81,6.45,West_Tyrone_G3,350,215.81,1.6217800156855566
N20002170,Fermanagh and Omagh,24.96,2.48,West_Tyrone_D1,362,24.96,14.501373292072477
N20002171,Fermanagh and Omagh,68.99,4.8,West_Tyrone_D2,552,68.99,8.001272702914745
N20002172,Fermanagh and Omagh,92.55,5.51,West_Tyrone_D3,303,92.55,3.2739733448877013
N20002173,Fermanagh and Omagh,1483.61,27.18,West_Tyrone_F3,550,1483.61,0.3707167893567264
N20002174,Fermanagh and Omagh,3225.36,30.75,West_Tyrone_G4,666,3225.36,0.20648866592682935
N20002175,Fermanagh and Omagh,2012.13,22.06,West_Tyrone_E4,561,2012.13,0.2788089083329446
N20002176,Fermanagh and Omagh,2387.56,21.84,West_Tyrone_F4,746,2387.56,0.3124529537330552
N20002177,Fermanagh and Omagh,2841.5,27.63,West_Tyrone_C5,608,2841.5,0.21397177038143766
N20002178,Fermanagh and Omagh,1756.49,20.44,West_Tyrone_G5,531,1756.49,0.30230769103503496
N20002179,Fermanagh and Omagh,1261.34,24.0,West_Tyrone_G6,457,1261.34,0.36231218629073547
N20002180,Fermanagh and Omagh,1827.3,21.43,West_Tyrone_E5,581,1827.3,0.31795545249717844
N20002181,Fermanagh and Omagh,106.36,4.81,Omagh_C1,580,106.36,5.453113098528158
N20002182,Fermanagh and Omagh,32.68,3.33,Omagh_A1,574,32.68,17.563983295296538
N20002183,Fermanagh and Omagh,18.22,1.93,Omagh_B1,783,18.22,42.98158896508651
N20002184,Fermanagh and Omagh,65.97,4.94,Omagh_B2,448,65.97,6.791328905031536
N20002185,Fermanagh and Omagh,7.42,1.26,Omagh_A2,349,7.42,47.013863530655286
N20002186,Fermanagh and Omagh,16.35,1.71,Omagh_A3,311,16.35,19.02141704278837
N20002187,Fermanagh and Omagh,41.48,4.25,Omagh_A4,558,41.48,13.452103901569101
N20002188,Fermanagh and Omagh,27.74,2.5,Omagh_C2,270,27.74,9.733405620583165
N20002189,Fermanagh and Omagh,12.7,1.63,Omagh_A5,393,12.7,30.95055807418554
N20002190,Fermanagh and Omagh,26.12,2.49,Omagh_A6,668,26.12,25.575697846496514
N20002191,Fermanagh and Omagh,14.79,2.03,Omagh_A7,359,14.79,24.268694213094996
N20002192,Fermanagh and Omagh,27.24,3.17,Omagh_D1,557,27.24,20.450308299386993
N20002193,Fermanagh and Omagh,38.9,3.18,Omagh_C3,523,38.9,13.445322220690299
N20002194,Fermanagh and Omagh,99.09,4.9,Omagh_C4,458,99.09,4.621873961510269
N20002195,Fermanagh and Omagh,102.35,6.53,Omagh_D2,492,102.35,4.8071755444478566
N20002196,Fermanagh and Omagh,80.66,6.19,Omagh_E1,697,80.66,8.640878978866207
N20002197,Fermanagh and Omagh,24.94,2.8,Omagh_E2,388,24.94,15.554551580582814
N20002198,Fermanagh and Omagh,21.8,1.99,Omagh_D3,341,21.8,15.638717938842614
N20002199,Fermanagh and Omagh,21.71,2.7,Omagh_D4,280,21.71,12.899404268532894
N20002200,Fermanagh and Omagh,9.6,1.62,Omagh_E3,509,9.6,53.025679921352115
N20002201,Fermanagh and Omagh,19.42,1.79,Omagh_G1,293,19.42,15.088292927251818
N20002202,Fermanagh and Omagh,34.26,2.91,Omagh_C5,482,34.26,14.067223664166495
N20002203,Fermanagh and Omagh,7.69,1.48,Omagh_F1,298,7.69,38.76024467633996
N20002204,Fermanagh and Omagh,21.02,2.43,Omagh_F2,341,21.02,16.222421945210126
N20002205,Fermanagh and Omagh,6.75,1.21,Omagh_H1,267,6.75,39.565283954911095
N20002206,Fermanagh and Omagh,6.77,1.15,Omagh_E4,290,6.77,42.81599957468984
N20002207,Fermanagh and Omagh,99.76,4.6,Omagh_E5,451,99.76,4.5209913505829284
N20002208,Fermanagh and Omagh,9.74,1.42,Omagh_H2,351,9.74,36.03172149425449
N20002209,Fermanagh and Omagh,58.0,4.16,Omagh_G2,387,58.0,6.672434427031703
N20002210,Fermanagh and Omagh,20.2,2.31,Omagh_F3,587,20.2,29.056507130962263
N20002211,Fermanagh and Omagh,35.17,2.83,Omagh_G3,362,35.17,10.29381256663939
N20002212,Fermanagh and Omagh,8.56,1.3,Omagh_H3,372,8.56,43.46458812629571
N20002213,Fermanagh and Omagh,47.97,3.56,Omagh_H4,704,47.97,14.67629810816558
N20002214,Fermanagh and Omagh,24.0,2.5,Omagh_C6,436,24.0,18.165822930723863
N20002215,Fermanagh and Omagh,15.1,1.86,Omagh_F4,541,15.1,35.81801792652404
N20002216,Fermanagh and Omagh,14.05,1.58,Omagh_H5,658,14.05,46.83066476678897
N20002217,Fermanagh and Omagh,150.99,5.98,Omagh_G4,453,150.99,3.000157332337477
N20002218,Fermanagh and Omagh,15.45,2.31,Omagh_G5,483,15.45,31.268384956421578
N20002219,Fermanagh and Omagh,120.28,6.81,Omagh_H6,695,120.28,5.778267664166492
N20002220,Fermanagh and Omagh,133.98,5.52,Omagh_G6,490,133.98,3.6572698426643804
N20002221,Fermanagh and Omagh,8332.03,53.6,Mid_Tyrone_A1,554,8332.03,0.06649038768699941
N20002222,Fermanagh and Omagh,1143.61,17.85,Mid_Tyrone_B1,409,1143.61,0.35763833116326527
N20002223,Fermanagh and Omagh,2152.77,24.13,Mid_Tyrone_A2,568,2152.77,0.2638456557918688
